high	2	400136	400136	0,400136
high	4	399961	399961	0,399961
high	8	399408	399408	0,399408
low	2	19825	19825	0,019825
low	4	19734	19734	0,019734
low	8	19831	19831	0,019831
med	2	149853	149853	0,149853
med	4	149478	149478	0,149478
med	8	149181	149181	0,149181
